object			
volume	61157	Bégin	{date}
orth	RHÆBOS		
orth	RHÆBOIDES		
entry	RHAGADES	0	
orth	RHAGADES		
entry	RHAGADIÆ	0	
orth	RHAGADIÆ		
entry	RHAGADIOLUS	0	
orth	RHAGADIOLUS		
entry	RHAGE	0	
orth	RHAGE		
entry	RHAGES	0	
orth	RHAGES		
entry	RHAGIUM	0	
orth	RHAGIUM		
entry	RHAGOIDES	0	
orth	RHAGOIDES		
entry	RHAMMA	0	
orth	RHAMMA		
entry	RHAMNOIDES	2	
orth	RHAMNOIDES		
pb	1105	0555	
pb	1107	0556	
entry	RHANTERES	0	
orth	RHANTERES		
entry	RHAPHANEDON	0	
orth	RHAPHANEDON		
entry	RHAPHANELÆON	0	
orth	RHAPHANELÆON		
entry	RHAPHANUS	0	
orth	RHAPHANUS		
clique	Raphanus		
entry	RHAPHE	0	
orth	RHAPHE		
entry	RHAPHIS	0	
orth	RHAPHIS		
entry	RHAPONTICUM	1	
orth	RHAPONTICUM		
pb	1109	0557	
entry	RHEMBE	0	
orth	RHEMBE		
entry	RHENANUM VINUM	0	
orth	RHENANUM VINUM		
clique	Vinum		
entry	RHENCHOS	0	
orth	RHENCHOS		
entry	RHASPE	0	
orth	RHASPE		
entry	RHASTONE	0	
orth	RHASTONE		
entry	RHASUT, RUMYGI	0	
orth	RHASUT		
orth	RUMYGI		
entry	RHECHIA	0	
orth	RHECHIA		
clique	Rachia		
entry	RHEGMA	0	
orth	RHEGMA		
entry	RHEGMATIAS	0	
orth	RHEGMATIAS		
entry	RHEGMOCHASMOS	1	
orth	RHEGMOCHASMOS		
pb	1111	0558	
entry	RHEON	0	
orth	RHEON		
entry	RHETINE	0	
orth	RHETINE		
entry	RHEUM	0	
orth	RHEUM		
entry	RHEUMA	0	
orth	RHEUMA		
entry	RHEUMATISMUS	9	
orth	RHEUMATISMUS		
pb	1113	0559	
pb	1115	0560	
pb	1117	0561	
pb	1119	0562	
pb	1121	0563	
pb	1123	0564	
pb	1125	0565	
pb	1127	0566	
pb	1129	0567	
entry	RHEXIS	0	
orth	RHEXIS		
entry	RHICNOSIS	0	
orth	RHICNOSIS		
entry	RHINARION	0	
orth	RHINARION		
entry	RHINE	0	
orth	RHINE		
clique	Squatina		
entry	RHINEMA, RHINISMA	0	
orth	RHINEMA		
orth	RHINISMA		
entry	RHINENCHYSIS	0	
orth	RHINENCHYSIS		
entry	RHINENCHYTES	1	
orth	RHINENCHYTES		
pb	1131	0568	
entry	RHINION	0	
orth	RHINION		
entry	RHINOCEROS	0	
orth	RHINOCEROS		
entry	RHINOPTES	0	
orth	RHINOPTES		
entry	RHINOS	0	
orth	RHINOS		
entry	RHIPIDION	0	
orth	RHIPIDION		
entry	RHIPTASMOS	0	
orth	RHIPTASMOS		
clique	Alysmos		
entry	RHIZA	0	
orth	RHIZA		
entry	RHIZAGRA	0	
orth	RHIZAGRA		
entry	RHIZOPHORA	0	
orth	RHIZOPHORA		
entry	RHIZOTOMUS	0	
orth	RHIZOTOMUS		
entry	RHOA	0	
orth	RHOA		
entry	RHODAPSINTHATON	0	
orth	RHODAPSINTHATON		
entry	RHODELÆUM	0	
orth	RHODELÆUM		
entry	RHODIA RADIX	0	
orth	RHODIA RADIX		
entry	RHODIACON	0	
orth	RHODIACON		
entry	RHODIDES	0	
orth	RHODIDES		
entry	RHODINON	0	
orth	RHODINON		
entry	RHODITES VINUM	0	
orth	RHODITES VINUM		
entry	RHODIUM LIGNUM	0	
orth	RHODIUM LIGNUM		
clique	Asphalthus		
entry	RHODODAPHNE	0	
orth	RHODODAPHNE		
entry	RHODODENDRON	0	
orth	RHODODENDRON		
entry	RHODOMELI	0	
orth	RHODOMELI		
entry	RHODOMELON	0	
orth	RHODOMELON		
entry	RHODON	0	
orth	RHODON		
entry	RHODOSACCHARUM	0	
orth	RHODOSACCHARUM		
entry	RHODOSTACTON	0	
orth	RHODOSTACTON		
entry	RHODOSTAGMA	0	
orth	RHODOSTAGMA		
entry	RHOE	0	
orth	RHOE		
entry	RHŒAS	1	
orth	RHŒAS		
pb	1133	0569	
entry	RHOGME	0	
orth	RHOGME		
entry	RHOGMOS	0	
orth	RHOGMOS		
entry	RHOICOS	0	
orth	RHOICOS		
entry	RHOIDARIUM	0	
orth	RHOIDARIUM		
entry	RHOITES	0	
orth	RHOITES		
entry	RHOMBOIDES MUSCULUS	0	
orth	RHOMBOIDES MUSCULUS		
entry	RHOMBOS	0	
orth	RHOMBOS		
entry	RHOMBUS	0	
orth	RHOMBUS		
entry	RHOMMA	0	
orth	RHOMMA		
entry	RHONCHOS	0	
orth	RHONCHOS		
entry	RHOPALOSIS	0	
orth	RHOPALOSIS		
entry	RHOX	0	
orth	RHOX		
entry	RHUS	2	
orth	RHUS		
pb	1135	0570	
pb	1137	0571	
entry	RHYAS	0	
orth	RHYAS		
entry	RHYEMA	0	
orth	RHYEMA		
entry	RHYMA	0	
orth	RHYMA		
entry	RHYME	0	
orth	RHYME		
entry	RHYMMA	0	
orth	RHYMMA		
entry	RHYNDACE	0	
orth	RHYNDACE		
entry	RHYPODES	0	
orth	RHYPODES		
entry	RHYPOS	0	
orth	RHYPOS		
entry	RHYPTICOS	0	
orth	RHYPTICOS		
entry	RHYSIS	0	
orth	RHYSIS		
entry	RHYSSEMATA	0	
orth	RHYSSEMATA		
entry	RHYTHMOS	0	
orth	RHYTHMOS		
clique	Arythmos		
entry	RHYTIDOSIS	0	
orth	RHYTIDOSIS		
entry	RIAL ARMENIGOS	0	
orth	RIAL ARMENIGOS		
entry	RIBES	1	
orth	RIBES		
pb	1139	0572	
entry	RIBESIA	0	
orth	RIBESIA		
entry	RICINOIDES	0	
orth	RICINOIDES		
entry	RICINOKARPOS	0	
orth	RICINOKARPOS		
entry	RICINUS	1	
orth	RICINUS		
pb	1141	0573	
entry	RIGOR	4	
orth	RIGOR		
pb	1143	0574	
pb	1145	0575	
pb	1147	0576	
pb	1149	0577	
clique	Tetanos		
entry	RILLUS	0	
orth	RILLUS		
entry	RIMA	0	
orth	RIMA		
entry	RIMULA	0	
orth	RIMULA		
entry	RINÆUS MUSCULUS	0	
orth	RINÆUS MUSCULUS		
entry	RINAR	0	
orth	RINAR		
entry	RIPARIUS	0	
orth	RIPARIUS		
entry	RISIGALLUM	0	
orth	RISIGALLUM		
entry	RISTORUM	0	
orth	RISTORUM		
entry	RISUS	0	
orth	RISUS		
clique	Respiratio & Sardonius		
entry	RITRO	0	
orth	RITRO		
entry	RIWAND, RIWANDTZINI	0	
orth	RIWAND		
orth	RIWANDTZINI		
entry	ROADES	0	
orth	ROADES		
entry	ROB	0	
orth	ROB		
clique	Decoctio		
entry	ROBERTIANUM	0	
orth	ROBERTIANUM		
clique	Geranium		
entry	ROBES	0	
orth	ROBES		
entry	ROBIGO	0	
orth	ROBIGO		
entry	ROBORANTIA	0	
orth	ROBORANTIA		
clique	Analeptica		
entry	ROBUR	0	
orth	ROBUR		
clique	Quercus		
entry	ROBYS	0	
orth	ROBYS		
clique	Fucus		
entry	ROCHETTA	0	
orth	ROCHETTA		
entry	ROCHUM ALUMEN	0	
orth	ROCHUM ALUMEN		
entry	RODODENDRON	0	
orth	RODODENDRON		
clique	Nerium 8e Ægolethron		
entry	ROGGA	0	
orth	ROGGA		
entry	ROHOB	0	
orth	ROHOB		
entry	ROMANA ADRIANA ANTIDOTUS	0	
orth	ROMANA ADRIANA ANTIDOTUS		
entry	RONAS	1	
orth	RONAS		
pb	1151	0578	
entry	RONDELETIA	0	
orth	RONDELETIA		
entry	RONDESSA	0	
orth	RONDESSA		
entry	RORELLA	0	
orth	RORELLA		
entry	RORIFERUS	0	
orth	RORIFERUS		
entry	ROS	0	
orth	ROS		
entry	ROSA	2	
orth	ROSA		
clique	Csunosbatos		
pb	1153	0579	
clique	Aqua		
clique	Electuarium		
clique	Conserva		
clique	Mel		
clique	Oleum		
clique	Aromatica		
pb	1155	0580	
entry	ROSALIA	0	
orth	ROSALIA		
entry	ROSBOTH	0	
orth	ROSBOTH		
entry	ROSCA	0	
orth	ROSCA		
entry	ROSCOLÆ	0	
orth	ROSCOLÆ		
entry	ROSIO	0	
orth	ROSIO		
entry	ROSMADIAN	0	
orth	ROSMADIAN		
entry	ROSMARINUS	1	
orth	ROSMARINUS		
pb	1157	0581	
clique	Conserva		
entry	ROSMARUS	0	
orth	ROSMARUS		
clique	Manari		
entry	ROSANIA, ROSALIA	0	
orth	ROSANIA		
orth	ROSALIA		
clique	roscola		
entry	ROS SOLIS	0	
orth	ROS SOLIS		
entry	ROSTRIFORMIS	0	
orth	ROSTRIFORMIS		
clique	Coracoides		
entry	ROSTRUM	1	
orth	ROSTRUM		
pb	1159	0582	
entry	ROTANG	0	
orth	ROTANG		
entry	ROTATORES	0	
orth	ROTATORES		
clique	Trochanter es		
entry	ROTILA	0	
orth	ROTILA		
entry	ROTULA	0	
orth	ROTULA		
entry	ROTUMHA	0	
orth	ROTUMHA		
entry	ROTUNDUS MAJOR	0	
orth	ROTUNDUS MAJOR		
clique	Teres major		
clique	Teres minor		
entry	ROUCOU	0	
orth	ROUCOU		
clique	Achiotl		
entry	RUB	0	
orth	RUB		
entry	RUBEA ICTERITIA	0	
orth	RUBEA ICTERITIA		
entry	RUBECULA	0	
orth	RUBECULA		
entry	RUBEFACIENTIA	0	
orth	RUBEFACIENTIA		
clique	Phoenigmi		
entry	RUBELLA	0	
orth	RUBELLA		
entry	RUBELLIANÆ	0	
orth	RUBELLIANÆ		
entry	RUBELLIO	0	
orth	RUBELLIO		
entry	RUBEOLA	0	
orth	RUBEOLA		
entry	RUBETA	0	
orth	RUBETA		
entry	RUBIA	1	
orth	RUBIA		
pb	1161	0583	
entry	RUBICILLA	0	
orth	RUBICILLA		
entry	RUBIFICANTIA	0	
orth	RUBIFICANTIA		
entry	RUBIGO	0	
orth	RUBIGO		
entry	RUBINUS	0	
orth	RUBINUS		
clique	Carbunculus		
entry	RUBRICA FABRILIS	0	
orth	RUBRICA FABRILIS		
entry	RUBUS	1	
orth	RUBUS		
pb	1163	0584	
entry	RUCMA, LUCMA	0	
orth	RUCMA		
orth	LUCMA		
entry	RUCTUS, RUCTATIO	0	
orth	RUCTUS		
orth	RUCTATIO		
entry	RUELLIA	1	
orth	RUELLIA		
pb	1165	0585	
entry	RUFUS EPHESIUS, RUFFUS EPHESIUS	0	
orth	RUFUS EPHESIUS		
orth	RUFFUS EPHESIUS		
entry	RUGA	0	
orth	RUGA		
entry	RUGITUS	0	
orth	RUGITUS		
entry	RUMA	0	
orth	RUMA		
entry	RUMEX	0	
orth	RUMEX		
entry	RUMINANTIA ANIMALIA	0	
orth	RUMINANTIA ANIMALIA		
entry	RUMPHAL	1	
orth	RUMPHAL		
pb	1167	0586	
entry	RUPICAPRA	0	
orth	RUPICAPRA		
clique	Capra Alpina		
entry	RUPTORIUM	0	
orth	RUPTORIUM		
entry	RUSCUS	0	
orth	RUSCUS		
entry	RUSMA	0	
orth	RUSMA		
entry	RUSTICULA	0	
orth	RUSTICULA		
entry	RUTA	1	
orth	RUTA		
pb	1169	0587	
clique	Galega		
clique	Adianthum albttm		
entry	RUTACEUM	0	
orth	RUTACEUM		
clique	Acetum		
entry	RUTETA	0	
orth	RUTETA		
clique	Tarantula		
entry	RUTICILLA	0	
orth	RUTICILLA		
entry	RUTILUS	0	
orth	RUTILUS		
entry	RUYSCH	0	
orth	RUYSCH		
entry	RUYSCHIANA	0	
orth	RUYSCHIANA		
clique	Alphabetum Chymicum		
entry	SAAMOUNA	0	
orth	SAAMOUNA		
entry	SABDARIFFA	0	
orth	SABDARIFFA		
entry	SABINA	1	
orth	SABINA		
pb	1171	0588	
entry	SABON, SABENA	0	
orth	SABON		
orth	SABENA		
entry	SACCELLUM	0	
orth	SACCELLUM		
entry	SACCHAR, SACCHARUM	3	
orth	SACCHAR		
orth	SACCHARUM		
pb	1173	0589	
pb	1175	0590	
pb	1177	0591	
clique	Rosm		
entry	SACCITONIUM	0	
orth	SACCITONIUM		
entry	SACCULI ADIPOSI	0	
orth	SACCULI ADIPOSI		
entry	SACCULI MEDICINALES	0	
orth	SACCULI MEDICINALES		
entry	SACCULUS CHYLIFERUS	0	
orth	SACCULUS CHYLIFERUS		
entry	SACCULUS CORDIS	0	
orth	SACCULUS CORDIS		
entry	SACCUS	0	
orth	SACCUS		
entry	SACCUS LACTEUS	0	
orth	SACCUS LACTEUS		
entry	SACER	1	
orth	SACER		
pb	1179	0592	
entry	SACRA FISTULA	0	
orth	SACRA FISTULA		
clique	Hiera		
entry	SACRANUS COLOR	0	
orth	SACRANUS COLOR		
entry	SACRES	0	
orth	SACRES		
entry	SACRO-LUMBARIS MUSCULUS	1	
orth	SACRO-LUMBARIS MUSCULUS		
pb	1181	0593	
entry	SACRUM OS	0	
orth	SACRUM OS		
entry	SACTIM	0	
orth	SACTIM		
entry	SADIR	0	
orth	SADIR		
entry	SÆPÆ	0	
orth	SÆPÆ		
entry	SAGADENON	0	
orth	SAGADENON		
entry	SAGAPENUM	1	
orth	SAGAPENUM		
pb	1183	0594	
clique	Ferula major aseeufoemina Plinii		
entry	SAGDA	0	
orth	SAGDA		
entry	SAGIMEN VITRI	0	
orth	SAGIMEN VITRI		
entry	SAGITTA	0	
orth	SAGITTA		
entry	SAGITTALIS SUTURA	0	
orth	SAGITTALIS SUTURA		
clique	Caput		
entry	SAGITTARIA	0	
orth	SAGITTARIA		
clique	Sagitta		
entry	SAGMINALIS HERBA	0	
orth	SAGMINALIS HERBA		
clique	Verbena		
entry	SAGOU	0	
orth	SAGOU		
entry	SAGZENEA	0	
orth	SAGZENEA		
entry	SAHAFATUM, SAHAFATI	0	
orth	SAHAFATUM		
orth	SAHAFATI		
clique	Achor		
entry	SAIC	0	
orth	SAIC		
entry	SAIRE	0	
orth	SAIRE		
entry	SAKMUNIA	0	
orth	SAKMUNIA		
entry	SAL	20	
orth	SAL		
pb	1185	0595	
pb	1187	0596	
pb	1189	0597	
pb	1191	0598	
pb	1193	0599	
pb	1195	0600	
pb	1197	0601	
pb	1199	0602	
pb	1201	0603	
pb	1203	0604	
clique	Alembrot		
clique	Alcali		
clique	Ammornacum		
clique	Nitrum		
clique	Alcali		
pb	1205	0605	
pb	1207	0606	
pb	1209	0607	
pb	1211	0608	
pb	1213	0609	
pb	1215	0610	
pb	1217	0611	
pb	1219	0612	
clique	Acetosa		
clique	Saccharum		
clique	Nitrum		
clique	Ambra		
pb	1221	0613	
pb	1223	0614	
entry	SALAMANDRA	0	
orth	SALAMANDRA		
entry	SALAPPA	0	
orth	SALAPPA		
entry	SALCÆ OLEUM	1	
orth	SALCÆ OLEUM		
pb	1225	0615	
entry	SALEFUR	0	
orth	SALEFUR		
entry	SALEP	0	
orth	SALEP		
clique	Orchis		
entry	SALICARIA	0	
orth	SALICARIA		
entry	SALICORNIA	0	
orth	SALICORNIA		
entry	SALIVA	2	
orth	SALIVA		
pb	1227	0616	
pb	1229	0617	
entry	SALIVALES DUCTUS	2	
orth	SALIVALES DUCTUS		
pb	1231	0618	
pb	1233	0619	
entry	SALIVALIS	0	
orth	SALIVALIS		
clique	Pyrethrum		
entry	SALIVANTIA	0	
orth	SALIVANTIA		
entry	SALIVATIO	8	
orth	SALIVATIO		
pb	1235	0620	
pb	1237	0621	
pb	1239	0622	
pb	1241	0623	
pb	1243	0624	
pb	1245	0625	
pb	1247	0626	
pb	1249	0627	
entry	SALIUNCA NEAPOLITANA	0	
orth	SALIUNCA NEAPOLITANA		
entry	SALIX	1	
orth	SALIX		
pb	1251	0628	
entry	SALLENA	0	
orth	SALLENA		
entry	SALMERINUS, SALMERO	0	
orth	SALMERINUS		
orth	SALMERO		
entry	SALMO	1	
orth	SALMO		
pb	1253	0629	
entry	SALOME	0	
orth	SALOME		
entry	SALOMONIS SIGILLUM	0	
orth	SALOMONIS SIGILLUM		
entry	SALPA	0	
orth	SALPA		
entry	SALPETRA	0	
orth	SALPETRA		
entry	SALPINGO-PHARYNGÆUS	0	
orth	SALPINGO-PHARYNGÆUS		
entry	SALPINGO-STAPHYLINUS MUSCULUS	0	
orth	SALPINGO-STAPHYLINUS MUSCULUS		
entry	SALSAMENTUM	0	
orth	SALSAMENTUM		
clique	Tarichos		
entry	SALSAPARILLA	0	
orth	SALSAPARILLA		
clique	Sarsaparilla		
entry	SALSATURA	0	
orth	SALSATURA		
entry	SALSEDO	0	
orth	SALSEDO		
entry	SALSEDO MUCRUM	0	
orth	SALSEDO MUCRUM		
entry	SALSUGO	0	
orth	SALSUGO		
entry	SALTABRI	0	
orth	SALTABRI		
entry	SALVATELLA	0	
orth	SALVATELLA		
entry	SALVIA	1	
orth	SALVIA		
clique	Base		
pb	1255	0630	
entry	SALZ, SULZ, SELENIPPUM	0	
orth	SALZ		
orth	SULZ		
orth	SELENIPPUM		
entry	SAMBACH	0	
orth	SAMBACH		
entry	SAMBUCUS	4	
orth	SAMBUCUS		
pb	1257	0631	
pb	1259	0632	
pb	1261	0633	
clique	Oleum		
pb	1263	0634	
entry	SAMECH	0	
orth	SAMECH		
entry	SAMEN	0	
orth	SAMEN		
entry	SAMIA TERRA	1	
orth	SAMIA TERRA		
pb	1265	0635	
entry	SAMIES	0	
orth	SAMIES		
entry	SAMIUS LAPIS	0	
orth	SAMIUS LAPIS		
clique	Alana terra		
entry	SAMOLOIDES	0	
orth	SAMOLOIDES		
entry	SAMOLUS	0	
orth	SAMOLUS		
entry	SAMPARANTAM	0	
orth	SAMPARANTAM		
entry	SAMPSUCHINUM	0	
orth	SAMPSUCHINUM		
entry	SAMPSUCHUM	0	
orth	SAMPSUCHUM		
clique	Amaracus		
entry	SAMSTRAVADI	0	
orth	SAMSTRAVADI		
clique	Jambos		
entry	SANALIA	0	
orth	SANALIA		
entry	SANAMUNDA	0	
orth	SANAMUNDA		
entry	SANCTUM LIGNUM	0	
orth	SANCTUM LIGNUM		
clique	Guaiacum		
entry	SANDARACHA	0	
orth	SANDARACHA		
clique	Ambra		
entry	SANDASTROS	0	
orth	SANDASTROS		
entry	SANDILZ ANGLORUM	0	
orth	SANDILZ ANGLORUM		
entry	SANDIVER	0	
orth	SANDIVER		
entry	SANDIX	0	
orth	SANDIX		
clique	Cerussa		
entry	SANDYX	0	
orth	SANDYX		
entry	SANGUICULUM	0	
orth	SANGUICULUM		
entry	SANGU	0	
orth	SANGU		
entry	SANGUIFLUUS	0	
orth	SANGUIFLUUS		
entry	SANGUIFUCA	0	
orth	SANGUIFUCA		
entry	SANGUINALIS HERBA	0	
orth	SANGUINALIS HERBA		
entry	SANGUINARIUS	0	
orth	SANGUINARIUS		
entry	SANGUINEA	0	
orth	SANGUINEA		
entry	SANGUINEUS	0	
orth	SANGUINEUS		
entry	SANGUINIOLUM	0	
orth	SANGUINIOLUM		
entry	SANGUIPURGIUM	0	
orth	SANGUIPURGIUM		
entry	SANGUIS	16	
orth	SANGUIS		
pb	1267	0636	
pb	1269	0637	
clique	Cœlia		
pb	1271	0638	
pb	1273	0639	
pb	1275	0640	
pb	1277	0641	
pb	1279	0642	
pb	1281	0643	
pb	1283	0644	
pb	1285	0645	
clique	Fibra		
pb	1287	0646	
pb	1289	0647	
pb	1291	0648	
pb	1293	0649	
pb	1295	0650	
pb	1297	0651	
entry	SANGUIS DRACONIS	0	
orth	SANGUIS DRACONIS		
entry	SANGUISORBA	0	
orth	SANGUISORBA		
entry	SANGUISUGA	0	
orth	SANGUISUGA		
clique	Hirudo		
entry	SANGUISUGUM	0	
orth	SANGUISUGUM		
entry	SANICULA	1	
orth	SANICULA		
clique	Aster anela nigra		
pb	1299	0652	
entry	SANIES	0	
orth	SANIES		
entry	SANIODES	0	
orth	SANIODES		
entry	SANITAS	0	
orth	SANITAS		
entry	SAN-LUCIANUM LIGNUM	0	
orth	SAN-LUCIANUM LIGNUM		
entry	SAN-MARTHANUM LIGNUM	0	
orth	SAN-MARTHANUM LIGNUM		
entry	SANTAEUM	1	
orth	SANTAEUM		
clique	Bontius, de Medicina Indorum		
pb	1301	0653	
entry	SANTERNA	0	
orth	SANTERNA		
clique	Borax		
entry	SANTOLINA	0	
orth	SANTOLINA		
entry	SANTONICUM SEMEN	0	
orth	SANTONICUM SEMEN		
entry	SAPA	0	
orth	SAPA		
clique	Caraenum & Decoctio. ,		
entry	SAPERDÆ	0	
orth	SAPERDÆ		
entry	SAPHADA	0	
orth	SAPHADA		
entry	SAPHÆNA	1	
orth	SAPHÆNA		
pb	1303	0654	
entry	SAPHERA, ZAPHERA	0	
orth	SAPHERA		
orth	ZAPHERA		
entry	SAPINDUS	0	
orth	SAPINDUS		
clique	Arborsaponaria		
entry	SAPINUS	0	
orth	SAPINUS		
entry	SAPO	3	
orth	SAPO		
clique	Offu Helmontiana		
pb	1305	0655	
pb	1307	0656	
pb	1309	0657	
entry	SAPONARIA	0	
orth	SAPONARIA		
entry	SAPON	0	
orth	SAPON		
entry	SAPONEA	0	
orth	SAPONEA		
entry	SAPOR	0	
orth	SAPOR		
entry	SAPOTA	0	
orth	SAPOTA		
entry	SAPPHIRUS	0	
orth	SAPPHIRUS		
entry	SAPRIAS	0	
orth	SAPRIAS		
clique	Anthesmias		
entry	SAPURUS	0	
orth	SAPURUS		
entry	SARAFFI	0	
orth	SARAFFI		
entry	SARAPOUS	0	
orth	SARAPOUS		
entry	SARCA, SAYRSA, SARRA	0	
orth	SARCA		
orth	SAYRSA		
orth	SARRA		
entry	SARCION	0	
orth	SARCION		
entry	SARCOCELE	0	
orth	SARCOCELE		
entry	SARCOCOLLA	0	
orth	SARCOCOLLA		
entry	SARCOEPIPLOCELE	1	
orth	SARCOEPIPLOCELE		
pb	1311	0658	
entry	SARCOMA	0	
orth	SARCOMA		
entry	SARCOPHAGOS	0	
orth	SARCOPHAGOS		
entry	SARCOPHYIA	0	
orth	SARCOPHYIA		
entry	SARCOPYODES	0	
orth	SARCOPYODES		
entry	SARCOSIS	0	
orth	SARCOSIS		
entry	SARCOTHLASIS	0	
orth	SARCOTHLASIS		
entry	SARCOTICA	0	
orth	SARCOTICA		
entry	SARDA, SARDINA	0	
orth	SARDA		
orth	SARDINA		
entry	SARDA, SARDIUS LAPIS	0	
orth	SARDA		
orth	SARDIUS LAPIS		
entry	SARDONIUS RISUS	0	
orth	SARDONIUS RISUS		
entry	SARDONIX	1	
orth	SARDONIX		
clique	Onyx		
pb	1313	0659	
entry	SARDUS	0	
orth	SARDUS		
clique	Carneolus		
entry	SARE	0	
orth	SARE		
entry	SARFAR	0	
orth	SARFAR		
entry	SARGAZO, VITIS MARINA	0	
orth	SARGAZO		
orth	VITIS MARINA		
clique	Fucus		
entry	SARGUS	0	
orth	SARGUS		
entry	SARMATICA LUES	0	
orth	SARMATICA LUES		
clique	Plica		
entry	SAROPUS	0	
orth	SAROPUS		
entry	SARRACENA	0	
orth	SARRACENA		
entry	SARRAMPIO	0	
orth	SARRAMPIO		
entry	SARSAPARILLA	1	
orth	SARSAPARILLA		
pb	1315	0660	
entry	SARTORIUS MUSCULUS	0	
orth	SARTORIUS MUSCULUS		
entry	SASSAF SYRORUM	0	
orth	SASSAF SYRORUM		
entry	SASSAFRAS	1	
orth	SASSAFRAS		
pb	1317	0661	
entry	SASSIFICA	0	
orth	SASSIFICA		
entry	SATHE	0	
orth	SATHE		
entry	SATURANTIA	0	
orth	SATURANTIA		
entry	SATUREIA	1	
orth	SATUREIA		
pb	1319	0662	
entry	SATURNUS	1	
orth	SATURNUS		
pb	1321	0663	
entry	SATIRIACE	0	
orth	SATIRIACE		
entry	SATYRIASIS	2	
orth	SATYRIASIS		
clique	Entasse		
pb	1323	0664	
pb	1325	0665	
clique	Penis		
entry	SATYRION	0	
orth	SATYRION		
clique	Orchis		
entry	SAVICH	0	
orth	SAVICH		
entry	SAVONEA	0	
orth	SAVONEA		
entry	SAURE	0	
orth	SAURE		
entry	SAXIFRAGA	2	
orth	SAXIFRAGA		
pb	1327	0666	
clique	Tragosclinum		
pb	1329	0667	
entry	SAXONICUS PULVIS	0	
orth	SAXONICUS PULVIS		
entry	SBESTEN	0	
orth	SBESTEN		
entry	SCABIES	0	
orth	SCABIES		
clique	Leprae		
entry	SCABIOSA	3	
orth	SCABIOSA		
pb	1331	0668	
pb	1333	0669	
pb	1335	0670	
entry	SCABRUS	0	
orth	SCABRUS		
entry	SCACURCULA	0	
orth	SCACURCULA		
entry	SCADIDA CALLI	0	
orth	SCADIDA CALLI		
entry	SCALA	0	
orth	SCALA		
entry	SCALENI MUSCULI	0	
orth	SCALENI MUSCULI		
clique	Subclavius		
entry	SCALPRUM	0	
orth	SCALPRUM		
entry	SCAMMA	0	
orth	SCAMMA		
entry	SCAMMONIA	1	
orth	SCAMMONIA		
pb	1337	0671	
entry	SCAMMONITES	0	
orth	SCAMMONITES		
entry	SCAMMONIUM	1	
orth	SCAMMONIUM		
pb	1339	0672	
entry	SCAMNUM	0	
orth	SCAMNUM		
clique	Bathron		
entry	SCAMPIUZA	0	
orth	SCAMPIUZA		
entry	SCANDELLA	0	
orth	SCANDELLA		
entry	SCANDIX, ANTHRISCUS	0	
orth	SCANDIX		
orth	ANTHRISCUS		
entry	SCANTON	0	
orth	SCANTON		
entry	SCAPELLATUM	0	
orth	SCAPELLATUM		
entry	SCAPHA	0	
orth	SCAPHA		
entry	SCAPHION	0	
orth	SCAPHION		
entry	SCAPHIS	0	
orth	SCAPHIS		
entry	SCAPHOIDES OS, OS NAVICULARE	0	
orth	SCAPHOIDES OS		
orth	OS NAVICULARE		
entry	SCAPULA	2	
orth	SCAPULA		
pb	1341	0673	
pb	1343	0674	
clique	Fas.ria		
entry	SCARABÆUS CORNUTUS	0	
orth	SCARABÆUS CORNUTUS		
entry	SCARABELAPHUS	0	
orth	SCARABELAPHUS		
entry	SCARDULA	0	
orth	SCARDULA		
entry	SCARIFICATIO	0	
orth	SCARIFICATIO		
clique	Cucurbitulae		
entry	SCARIFICATORIUM, SCARIFICATOR	0	
orth	SCARIFICATORIUM		
orth	SCARIFICATOR		
clique	Cucurbitulae		
entry	SCARIOLA	0	
orth	SCARIOLA		
entry	SCARLATINA FEBRIS	1	
orth	SCARLATINA FEBRIS		
pb	1345	0675	
entry	SCARLEA	0	
orth	SCARLEA		
clique	Sclarea		
entry	SCAROLACHANUM	0	
orth	SCAROLACHANUM		
entry	SCARUS	0	
orth	SCARUS		
entry	SCATEA	0	
orth	SCATEA		
entry	SCAURUS	0	
orth	SCAURUS		
clique	Sarapus		
entry	SCEILEN	0	
orth	SCEILEN		
clique	Salvatella		
entry	SCELERATA HERBA	0	
orth	SCELERATA HERBA		
entry	SCELETON	1	
orth	SCELETON		
pb	1347	0676	
entry	SCELETYRBE	0	
orth	SCELETYRBE		
clique	Scelotyrbe		
entry	SCELOS	0	
orth	SCELOS		
entry	SCELOTYRBE	0	
orth	SCELOTYRBE		
entry	SCEMPSIS	0	
orth	SCEMPSIS		
entry	SCENOS	0	
orth	SCENOS		
entry	SCEPARNOS	0	
orth	SCEPARNOS		
clique	As.cia		
entry	SCEPASTRA	0	
orth	SCEPASTRA		
entry	SCEPE	0	
orth	SCEPE		
entry	SCHAGRI-COTTAM	0	
orth	SCHAGRI-COTTAM		
entry	SCHASIS	0	
orth	SCHASIS		
entry	SCHEHENDINIGI	0	
orth	SCHEHENDINIGI		
entry	SCHEMA	0	
orth	SCHEMA		
entry	SCHEM-PARITI	0	
orth	SCHEM-PARITI		
entry	SCHERBET	0	
orth	SCHERBET		
entry	SCHERUNAM-COTTAM	0	
orth	SCHERUNAM-COTTAM		
entry	SCHERUS-CHUNDA	0	
orth	SCHERUS-CHUNDA		
entry	SCHESIS	0	
orth	SCHESIS		
entry	SCHETÆA	0	
orth	SCHETÆA		
